,"ID","Name","Datatype","Repeatable","Description","Legal Status","Level","Element","eformsNotice","sfNotice","Form type","eforms_xpath","name"
6930,"BT-760","            Received Submissions Type","Code","No","The type of tenders or requests to participate received. The total number of tenders received must be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area must also be given. All tenders must be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender must be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs). ","M","V.2.2.2","Number of participating SMEs",36,13,"Result","/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode[@listName='received-submission-type']","Received Submissions Type"
6931,"BT-760","            Received Submissions Type","Code","No","The type of tenders or requests to participate received. The total number of tenders received must be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area must also be given. All tenders must be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender must be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs). ","M","V.2.2.2","Number of participating SMEs",37,13,"Result","/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode[@listName='received-submission-type']","Received Submissions Type"
6932,"BT-760","            Received Submissions Type","Code","No","The type of tenders or requests to participate received. The total number of tenders received must be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area must also be given. All tenders must be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender must be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs). ","M","V.2.2.3","Number of participants from other countries",36,13,"Result","/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode[@listName='received-submission-type']","Received Submissions Type"
6933,"BT-760","            Received Submissions Type","Code","No","The type of tenders or requests to participate received. The total number of tenders received must be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area must also be given. All tenders must be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender must be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs). ","M","V.2.2.3","Number of participants from other countries",37,13,"Result","/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode[@listName='received-submission-type']","Received Submissions Type"
6934,"BT-760","            Received Submissions Type","Code","No","The type of tenders or requests to participate received. The total number of tenders received must be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area must also be given. All tenders must be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender must be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs). ","M","V.2.2.2","Number of tenders received from SMEs",35,23,"Result","/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode[@listName='received-submission-type']","Received Submissions Type"
6935,"BT-760","            Received Submissions Type","Code","No","The type of tenders or requests to participate received. The total number of tenders received must be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area must also be given. All tenders must be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender must be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs). ","M","V.2.2.3","Number of tenders received from tenderers from other EU Member States",35,23,"Result","/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode[@listName='received-submission-type']","Received Submissions Type"
6936,"BT-760","            Received Submissions Type","Code","No","The type of tenders or requests to participate received. The total number of tenders received must be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area must also be given. All tenders must be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender must be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs). ","M","V.2.2.4","Number of tenders received from tenderers from non-EU Member States",35,23,"Result","/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode[@listName='received-submission-type']","Received Submissions Type"
6937,"BT-760","            Received Submissions Type","Code","No","The type of tenders or requests to participate received. The total number of tenders received must be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area must also be given. All tenders must be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender must be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs). ","M","V.2.2.5","Number of tenders received by electronic means",35,23,"Result","/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode[@listName='received-submission-type']","Received Submissions Type"
6938,"BT-760","            Received Submissions Type","Code","No","The type of tenders or requests to participate received. The total number of tenders received must be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area must also be given. All tenders must be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender must be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs). ","M","V.2.2.2","Number of tenders received from SMEs",34,21,"Result","/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode[@listName='received-submission-type']","Received Submissions Type"
6939,"BT-760","            Received Submissions Type","Code","No","The type of tenders or requests to participate received. The total number of tenders received must be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area must also be given. All tenders must be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender must be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs). ","M","V.2.2.3","Number of tenders received from tenderers from other EU Member States",34,21,"Result","/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode[@listName='received-submission-type']","Received Submissions Type"
6940,"BT-760","            Received Submissions Type","Code","No","The type of tenders or requests to participate received. The total number of tenders received must be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area must also be given. All tenders must be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender must be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs). ","M","V.2.2.4","Number of tenders received from tenderers from non-EU Member States",34,21,"Result","/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode[@listName='received-submission-type']","Received Submissions Type"
6941,"BT-760","            Received Submissions Type","Code","No","The type of tenders or requests to participate received. The total number of tenders received must be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area must also be given. All tenders must be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender must be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs). ","M","V.2.2.5","Number of tenders received by electronic means",34,21,"Result","/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode[@listName='received-submission-type']","Received Submissions Type"
6942,"BT-162","        Concession Revenue User","Value","No","The estimated revenue coming from the users of the concession (e.g. fees and fines).","O","new term",,25,15,"Direct award prenotification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-user']/cbc:FeeAmount","Concession Revenue User"
6943,"BT-162","        Concession Revenue User","Value","No","The estimated revenue coming from the users of the concession (e.g. fees and fines).","O","new term",,26,15,"Direct award prenotification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-user']/cbc:FeeAmount","Concession Revenue User"
6944,"BT-162","        Concession Revenue User","Value","No","The estimated revenue coming from the users of the concession (e.g. fees and fines).","O","new term",,27,15,"Direct award prenotification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-user']/cbc:FeeAmount","Concession Revenue User"
6945,"BT-162","        Concession Revenue User","Value","No","The estimated revenue coming from the users of the concession (e.g. fees and fines).","O","new term",,28,15,"Direct award prenotification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-user']/cbc:FeeAmount","Concession Revenue User"
6946,"BT-162","        Concession Revenue User","Value","No","The estimated revenue coming from the users of the concession (e.g. fees and fines).","M","new term",,32,25,"Result","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-user']/cbc:FeeAmount","Concession Revenue User"
6947,"BT-162","        Concession Revenue User","Value","No","The estimated revenue coming from the users of the concession (e.g. fees and fines).","O","new term",,38,20,"Contract modification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-user']/cbc:FeeAmount","Concession Revenue User"
6948,"BT-162","        Concession Revenue User","Value","No","The estimated revenue coming from the users of the concession (e.g. fees and fines).","O","new term",,39,20,"Contract modification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-user']/cbc:FeeAmount","Concession Revenue User"
6949,"BT-162","        Concession Revenue User","Value","No","The estimated revenue coming from the users of the concession (e.g. fees and fines).","O","new term",,40,20,"Contract modification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-user']/cbc:FeeAmount","Concession Revenue User"
6950,"BT-162","        Concession Revenue User","Value","No","The estimated revenue coming from the users of the concession (e.g. fees and fines).","M","V.2.4.3","Revenue from the payment of fees and fines by the users",35,23,"Result","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-user']/cbc:FeeAmount","Concession Revenue User"
6951,"BT-160","        Concession Revenue Buyer","Value","No","The estimated revenue coming from the buyer who granted the concession (e.g. prizes and payments).","O","new term",,25,15,"Direct award prenotification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-buyer']/cbc:FeeAmount","Concession Revenue Buyer"
6952,"BT-160","        Concession Revenue Buyer","Value","No","The estimated revenue coming from the buyer who granted the concession (e.g. prizes and payments).","O","new term",,26,15,"Direct award prenotification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-buyer']/cbc:FeeAmount","Concession Revenue Buyer"
6953,"BT-160","        Concession Revenue Buyer","Value","No","The estimated revenue coming from the buyer who granted the concession (e.g. prizes and payments).","O","new term",,27,15,"Direct award prenotification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-buyer']/cbc:FeeAmount","Concession Revenue Buyer"
6954,"BT-160","        Concession Revenue Buyer","Value","No","The estimated revenue coming from the buyer who granted the concession (e.g. prizes and payments).","O","new term",,28,15,"Direct award prenotification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-buyer']/cbc:FeeAmount","Concession Revenue Buyer"
6955,"BT-160","        Concession Revenue Buyer","Value","No","The estimated revenue coming from the buyer who granted the concession (e.g. prizes and payments).","M","new term",,32,25,"Result","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-buyer']/cbc:FeeAmount","Concession Revenue Buyer"
6956,"BT-160","        Concession Revenue Buyer","Value","No","The estimated revenue coming from the buyer who granted the concession (e.g. prizes and payments).","O","new term",,38,20,"Contract modification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-buyer']/cbc:FeeAmount","Concession Revenue Buyer"
6957,"BT-160","        Concession Revenue Buyer","Value","No","The estimated revenue coming from the buyer who granted the concession (e.g. prizes and payments).","O","new term",,39,20,"Contract modification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-buyer']/cbc:FeeAmount","Concession Revenue Buyer"
6958,"BT-160","        Concession Revenue Buyer","Value","No","The estimated revenue coming from the buyer who granted the concession (e.g. prizes and payments).","O","new term",,40,20,"Contract modification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-buyer']/cbc:FeeAmount","Concession Revenue Buyer"
6959,"BT-160","        Concession Revenue Buyer","Value","No","The estimated revenue coming from the buyer who granted the concession (e.g. prizes and payments).","M","V.2.4.4","Prizes, payments or other financial advantages provided by the contracting authority/entity",35,23,"Result","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee[cbc:FeeTypeCode/text()='concession-revenue-buyer']/cbc:FeeAmount","Concession Revenue Buyer"
6960,"BT-163","        Concession Value Description","Text","No","The description of the method used for calculating the estimated value of the concession and any other relevant information concerning the value of the concession.","O","new term",,25,15,"Direct award prenotification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee/cbc:FeeDescription","Concession Value Description"
6961,"BT-163","        Concession Value Description","Text","No","The description of the method used for calculating the estimated value of the concession and any other relevant information concerning the value of the concession.","O","new term",,26,15,"Direct award prenotification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee/cbc:FeeDescription","Concession Value Description"
6962,"BT-163","        Concession Value Description","Text","No","The description of the method used for calculating the estimated value of the concession and any other relevant information concerning the value of the concession.","O","new term",,27,15,"Direct award prenotification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee/cbc:FeeDescription","Concession Value Description"
6963,"BT-163","        Concession Value Description","Text","No","The description of the method used for calculating the estimated value of the concession and any other relevant information concerning the value of the concession.","O","new term",,28,15,"Direct award prenotification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee/cbc:FeeDescription","Concession Value Description"
6964,"BT-163","        Concession Value Description","Text","No","The description of the method used for calculating the estimated value of the concession and any other relevant information concerning the value of the concession.","O","new term",,38,20,"Contract modification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee/cbc:FeeDescription","Concession Value Description"
6965,"BT-163","        Concession Value Description","Text","No","The description of the method used for calculating the estimated value of the concession and any other relevant information concerning the value of the concession.","O","new term",,39,20,"Contract modification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee/cbc:FeeDescription","Concession Value Description"
6966,"BT-163","        Concession Value Description","Text","No","The description of the method used for calculating the estimated value of the concession and any other relevant information concerning the value of the concession.","O","new term",,40,20,"Contract modification","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee/cbc:FeeDescription","Concession Value Description"
6967,"BT-163","        Concession Value Description","Text","No","The description of the method used for calculating the estimated value of the concession and any other relevant information concerning the value of the concession.","M","V.2.4.6","Any other details relevant to the value of the concession according to Art. 8(3) of the directive:",35,23,"Result","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee/cbc:FeeDescription","Concession Value Description"
6968,"BT-163","        Concession Value Description","Text","No","The description of the method used for calculating the estimated value of the concession and any other relevant information concerning the value of the concession.","M","II.1.5.3","Method used for calculating the estimated value of the concession: (if not specified in other concession documents)",32,25,"Result","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee/cbc:FeeDescription","Concession Value Description"
6969,"BT-163","        Concession Value Description","Text","No","The description of the method used for calculating the estimated value of the concession and any other relevant information concerning the value of the concession.","M","V.2.4.6","Any other details relevant to the value of the concession according to Art. 8(3) of the directive:",32,25,"Result","/ContractAwardNotice/cac:TenderResult/cac:AwardedTenderedProject/cac:AdditionalFee/cbc:FeeDescription","Concession Value Description"
6970,"BT-631","    Dispatch Invitation Interest","Date","No","The estimated date of dispatch of the invitations to confirm interest.","O","new term overall",,12,21,"Competition","/*/cac:ProcurementProjectLot/cac:TenderingProcess/cac:ParticipationInvitationPeriod/cbc:StartDate","Dispatch Invitation Interest"
6971,"BT-631","    Dispatch Invitation Interest","Date","No","The estimated date of dispatch of the invitations to confirm interest.","O","new term overall",,3,22,"Planning","/*/cac:ProcurementProjectLot/cac:TenderingProcess/cac:ParticipationInvitationPeriod/cbc:StartDate","Dispatch Invitation Interest"
6972,"BT-631","    Dispatch Invitation Interest","Date","No","The estimated date of dispatch of the invitations to confirm interest.","O","new term overall",,11,4,"Competition","/*/cac:ProcurementProjectLot/cac:TenderingProcess/cac:ParticipationInvitationPeriod/cbc:StartDate","Dispatch Invitation Interest"
6973,"BT-631","    Dispatch Invitation Interest","Date","No","The estimated date of dispatch of the invitations to confirm interest.","O","new term overall",,10,1,"Competition","/*/cac:ProcurementProjectLot/cac:TenderingProcess/cac:ParticipationInvitationPeriod/cbc:StartDate","Dispatch Invitation Interest"
6974,"BT-64","    Subcontracting Obligation Minimum","Number","No","The minimum percentage of the contract value that the contractor must subcontract using the competitive procedure described in Title III of Directive 2009/81/EC.","CM","new term overall",,18,17,"Competition","/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AllowedSubcontractTerms/cbc:MinimumPercent","Subcontracting Obligation Minimum"
6975,"BT-729","    Subcontracting Obligation Maximum","Number","No","The maximum percentage of the contract value that the contractor must subcontract using the competitive procedure described in Title III of Directive 2009/81/EC.","CM","new term overall",,18,17,"Competition","/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AllowedSubcontractTerms/cbc:MaximumPercent","Subcontracting Obligation Maximum"
6976,"BT-1501","    Modification Previous Notice Section Identifier","Identifier","Yes","An identifier of one or more sections within a previous notice within the procedure. The information in the modification section refers to this section or these sections.","M","new term overall",,38,20,"Contract modification","/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efac:ChangedElement/efbc:ChangedSectionIdentifier;/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efbc:ChangedNoticeIdentifier","Modification Previous Section Identifier"
6977,"BT-1501","    Modification Previous Notice Section Identifier","Identifier","Yes","An identifier of one or more sections within a previous notice within the procedure. The information in the modification section refers to this section or these sections.","M","new term overall",,39,20,"Contract modification","/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efac:ChangedElement/efbc:ChangedSectionIdentifier;/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efbc:ChangedNoticeIdentifier","Modification Previous Section Identifier"
6978,"BT-1501","    Modification Previous Notice Section Identifier","Identifier","Yes","An identifier of one or more sections within a previous notice within the procedure. The information in the modification section refers to this section or these sections.","M","new term overall",,40,20,"Contract modification","/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efac:ChangedElement/efbc:ChangedSectionIdentifier;/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efbc:ChangedNoticeIdentifier","Modification Previous Section Identifier"
6979,"BT-202","    Modification Description","Text","No","The summary of the contract modification(s).","M","new term overall",,38,20,"Contract modification","/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efac:ChangedElement/efbc:ChangeDescription","Modification Description"
6980,"BT-202","    Modification Description","Text","No","The summary of the contract modification(s).","M","new term overall",,39,20,"Contract modification","/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efac:ChangedElement/efbc:ChangeDescription","Modification Description"
6981,"BT-202","    Modification Description","Text","No","The summary of the contract modification(s).","M","new term overall",,40,20,"Contract modification","/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efac:ChangedElement/efbc:ChangeDescription","Modification Description"
6982,"BT-200","    Modification Reason Code","Code","No","The main reason for modifying the contract.","M","new term overall",,38,20,"Contract modification","/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efac:ChangeReason/efbc:ReasonCode","Modification Reason Code"
6983,"BT-200","    Modification Reason Code","Code","No","The main reason for modifying the contract.","M","new term overall",,39,20,"Contract modification","/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efac:ChangeReason/efbc:ReasonCode","Modification Reason Code"
6984,"BT-200","    Modification Reason Code","Code","No","The main reason for modifying the contract.","M","new term overall",,40,20,"Contract modification","/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efac:ChangeReason/efbc:ReasonCode","Modification Reason Code"
6985,"BT-201","    Modification Reason Description","Text","No","The description of the main reason for modifying the contract.","M","new term overall",,38,20,"Contract modification","/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efac:ChangeReason/efbc:ReasonDescription","Modification Reason Description"
6986,"BT-201","    Modification Reason Description","Text","No","The description of the main reason for modifying the contract.","M","new term overall",,39,20,"Contract modification","/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efac:ChangeReason/efbc:ReasonDescription","Modification Reason Description"
6987,"BT-201","    Modification Reason Description","Text","No","The description of the main reason for modifying the contract.","M","new term overall",,40,20,"Contract modification","/*/cac:TenderResult/cac:Contract/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:ContractModification/efac:ChangeReason/efbc:ReasonDescription","Modification Reason Description"
6988,"BT-13716","    Change Previous Notice Section Identifier","Identifier","Yes","An identifier of one or more sections within the changed notice. The information in the change section refers to this section or these sections.","CH","new term overall",,38,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement/efbc:ChangedSectionIdentifier","Change Previous Section Identifier"
6989,"BT-13716","    Change Previous Notice Section Identifier","Identifier","Yes","An identifier of one or more sections within the changed notice. The information in the change section refers to this section or these sections.","CH","new term overall",,39,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement/efbc:ChangedSectionIdentifier","Change Previous Section Identifier"
6990,"BT-13716","    Change Previous Notice Section Identifier","Identifier","Yes","An identifier of one or more sections within the changed notice. The information in the change section refers to this section or these sections.","CH","new term overall",,40,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efac:ChangedElement/efbc:ChangedSectionIdentifier","Change Previous Section Identifier"
6991,"BT-758","    Change Notice Version Identifier","Identifier","No","The reference to the version of the previous notice that should be changed. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","CH","new term overall",,38,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efbc:ChangedNoticeIdentifier","Change Notice Version Identifier"
6992,"BT-758","    Change Notice Version Identifier","Identifier","No","The reference to the version of the previous notice that should be changed. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.","CH","new term overall",,39,20,"Contract modification","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Change/efbc:ChangedNoticeIdentifier","Change Notice Version Identifier"
